x_value,total_1,total_2
3219,4601,2754
3220,4599,2751
3221,4601,2753
3222,4603,2748
3223,4611,2753
3224,4610,2757
3225,4608,2754
3226,4604,2753
3227,4607,2754
3228,4611,2757
3229,4616,2755
3230,4612,2761
3231,4618,2767
3232,4620,2773
3233,4614,2772
3234,4608,2775
3235,4602,2777
3236,4603,2781
3237,4599,2777
3238,4598,2782
3239,4599,2781
3240,4606,2783
3241,4600,2781
3242,4598,2779
3243,4600,2779
3244,4607,2781
3245,4610,2782
3246,4604,2777
3247,4611,2779
3248,4616,2776
3249,4615,2774
3250,4618,2777
3251,4613,2783
3252,4613,2786
3253,4614,2792
3254,4613,2791
3255,4614,2789
3256,4613,2793
3257,4620,2788
3258,4626,2794
3259,4623,2792
3260,4630,2791
3261,4632,2789
3262,4629,2793
3263,4635,2788
3264,4635,2793
3265,4642,2788
3266,4650,2786
3267,4652,2792
3268,4657,2789
3269,4662,2792
3270,4661,2795
3271,4663,2791
3272,4671,2787
3273,4666,2783
3274,4673,2785
3275,4675,2785
3276,4670,2787
3277,4670,2783
3278,4678,2778
3279,4685,2779
3280,4684,2783
3281,4686,2782
3282,4682,2780
3283,4682,2783
3284,4690,2780
3285,4697,2780
3286,4702,2785
3287,4707,2788
3288,4709,2784
3289,4706,2783
3290,4713,2786
3291,4710,2783
3292,4707,2780
3293,4715,2785
3294,4722,2791
3295,4729,2796
3296,4727,2800
3297,4731,2799
3298,4728,2802
3299,4732,2800
3300,4730,2800
3301,4725,2806
3302,4730,2807
3303,4730,2802
3304,4734,2803
3305,4730,2804
3306,4735,2805
3307,4737,2803
3308,4735,2803
3309,4739,2803
3310,4740,2803
3311,4745,2805
3312,4743,2804
3313,4743,2806
3314,4749,2807
3315,4746,2812
3316,4751,2815
3317,4756,2811
3318,4762,2816
3319,4757,2812
3320,4760,2809
3321,4760,2815
3322,4768,2811
3323,4769,2806
3324,4769,2804
3325,4774,2800
3326,4775,2800
3327,4771,2798
3328,4779,2798
3329,4776,2800
3330,4781,2800
3331,4781,2806
3332,4776,2801
3333,4782,2799
3334,4780,2795
3335,4777,2795
3336,4772,2795
3337,4774,2796
3338,4772,2794
3339,4773,2792
3340,4772,2793
3341,4770,2799
3342,4776,2794
3343,4775,2799
3344,4778,2802
3345,4783,2799
3346,4788,2803
3347,4788,2799
3348,4782,2805
3349,4789,2801
3350,4785,2805
3351,4782,2802
3352,4789,2799
3353,4790,2795
3354,4784,2801
3355,4788,2804
3356,4792,2800
3357,4787,2796
3358,4784,2797
3359,4787,2802
3360,4785,2797
3361,4779,2796
3362,4777,2800
3363,4781,2795
3364,4779,2799
3365,4782,2798
3366,4790,2802
3367,4796,2807
3368,4803,2804
3369,4800,2799
3370,4800,2795
3371,4799,2793
3372,4805,2792
3373,4804,2796
3374,4799,2796
3375,4803,2795
3376,4804,2794
3377,4806,2800
3378,4812,2804
3379,4807,2809
3380,4815,2815
3381,4812,2810
3382,4820,2814
3383,4821,2816
3384,4823,2814
3385,4827,2817
3386,4835,2815
3387,4841,2817
3388,4848,2818
3389,4854,2814
3390,4849,2809
3391,4857,2813
3392,4863,2813
3393,4870,2818
3394,4869,2819
3395,4872,2821
3396,4878,2827
3397,4880,2825
3398,4884,2828
3399,4879,2830
3400,4879,2830
3401,4873,2829
3402,4872,2835
3403,4871,2832
3404,4875,2833
3405,4869,2830
3406,4870,2826
3407,4872,2832
3408,4873,2827
3409,4870,2825
3410,4870,2821
3411,4868,2817
3412,4874,2816
3413,4876,2822
3414,4877,2821
3415,4873,2822
3416,4878,2817
3417,4883,2821
3418,4885,2827
3419,4893,2826
3420,4898,2827
3421,4892,2828
3422,4898,2823
3423,4906,2823
3424,4913,2826
3425,4913,2821
3426,4918,2823
3427,4918,2825
3428,4919,2822
3429,4917,2826
3430,4924,2831
3431,4923,2832
3432,4928,2834
3433,4929,2831
3434,4934,2837
3435,4935,2832
3436,4934,2836
3437,4942,2837
3438,4950,2841
3439,4953,2841
3440,4953,2840
3441,4952,2841
3442,4948,2842
3443,4949,2839
3444,4952,2835
3445,4958,2832
3446,4954,2828
3447,4949,2830
3448,4957,2827
3449,4954,2827
3450,4962,2825
3451,4969,2823
3452,4964,2829
3453,4967,2825
3454,4966,2825
3455,4964,2830
3456,4962,2830
3457,4969,2832
3458,4965,2829
3459,4972,2830
3460,4969,2836
3461,4965,2838
3462,4968,2833
3463,4967,2839
3464,4965,2838
3465,4968,2844
3466,4969,2846
3467,4975,2852
3468,4980,2847
3469,4981,2851
3470,4989,2850
3471,4988,2853
3472,4987,2856
3473,4985,2860
3474,4984,2862
3475,4992,2864
3476,4996,2867
3477,5000,2872
3478,5002,2878
3479,5001,2878
3480,5006,2878
3481,5014,2882
3482,5022,2885
3483,5016,2880
3484,5017,2875
3485,5021,2877
3486,5018,2878
3487,5020,2883
3488,5018,2889
3489,5023,2891
3490,5031,2886
3491,5033,2889
3492,5031,2885
3493,5038,2884
3494,5038,2884
3495,5040,2883
3496,5034,2884
3497,5028,2890
3498,5026,2891
3499,5029,2888
3500,5028,2891
3501,5027,2894
3502,5031,2892
3503,5027,2895
3504,5034,2896
3505,5038,2895
3506,5033,2899
3507,5038,2902
3508,5037,2897
3509,5031,2902
3510,5034,2907
3511,5029,2909
3512,5028,2910
3513,5025,2916
3514,5031,2915
3515,5025,2917
3516,5028,2915
3517,5028,2916
3518,5022,2918
3519,5029,2916
3520,5031,2912
3521,5032,2916
3522,5028,2922
3523,5033,2922
3524,5036,2917
3525,5031,2918
3526,5039,2921
3527,5047,2923
3528,5054,2919
3529,5057,2917
3530,5055,2917
3531,5062,2923
3532,5069,2922
3533,5063,2919
3534,5064,2924
3535,5060,2925
3536,5062,2929
3537,5070,2931
3538,5065,2935
3539,5068,2934
3540,5076,2930
3541,5070,2931
3542,5078,2936
3543,5083,2937
3544,5086,2934
3545,5081,2938
3546,5086,2940
3547,5089,2935
3548,5094,2935
3549,5089,2937
3550,5087,2935
3551,5081,2940
3552,5080,2946
3553,5078,2945
3554,5086,2941
3555,5093,2937
3556,5087,2936
3557,5092,2936
3558,5089,2936
3559,5092,2937
3560,5090,2932
3561,5087,2937
3562,5090,2941
3563,5097,2947
3564,5104,2944
3565,5105,2950
3566,5112,2954
3567,5120,2953
3568,5114,2959
3569,5109,2957
3570,5107,2956
3571,5109,2952
3572,5107,2950
3573,5104,2947
3574,5108,2949
3575,5106,2949
3576,5106,2955
3577,5103,2951
3578,5111,2954
3579,5107,2949
3580,5110,2955
3581,5112,2958
3582,5115,2957
3583,5118,2958
3584,5124,2959
3585,5127,2957
3586,5125,2956
3587,5120,2953
3588,5115,2957
3589,5114,2962
3590,5108,2966
3591,5107,2972
3592,5109,2967
3593,5106,2965
3594,5101,2970
3595,5104,2967
3596,5112,2964
3597,5109,2967
3598,5116,2962
3599,5110,2960
3600,5117,2955
3601,5125,2961
3602,5121,2965
3603,5126,2965
3604,5124,2960
3605,5132,2956
3606,5126,2954
3607,5132,2951
3608,5140,2951
3609,5148,2957
3610,5156,2960
3611,5151,2956
3612,5153,2951
3613,5155,2953
3614,5153,2958
3615,5159,2964
3616,5160,2968
3617,5157,2965
3618,5162,2967
3619,5168,2973
3620,5167,2970
3621,5164,2966
3622,5169,2970
3623,5169,2975
3624,5165,2979
3625,5169,2984
3626,5169,2983
3627,5169,2985
3628,5167,2991
3629,5164,2993
3630,5164,2996
3631,5163,2991
3632,5164,2992
3633,5164,2991
3634,5170,2992
3635,5172,2990
3636,5180,2989
3637,5185,2994
3638,5180,2998
3639,5187,2995
3640,5182,2997
3641,5181,3001
3642,5179,2996
3643,5181,3001
3644,5186,3006
3645,5185,3012
